 AvgSpotLen	BioSample	Experiment	InsertSize	Instrument	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	actual_read_length	isolate	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	LibraryLayout	Platform	SRA_Study	age	cultivar	dev_stage	ecotype	geo_loc_name	tissue
200	SAMN06393089	SRX2613691	10000	Illumina HiSeq 4000	other	GENOMIC	NITgmmDACDTAAPEI-13	07/03/2017	34245	15344	Dryas drummondii	13/03/2017	SRR5313982	SRS2024276	Dry_dr_8	101	10kp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393109	SRX2613692	170	Illumina HiSeq 4000	other	GENOMIC	RSZABPI006913-102	07/03/2017	26391	10219	Mimosa pudica	13/03/2017	SRR5313983	SRS2024277	Mim_pu_1	101	170bp_1	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393110	SRX2613693	170	Illumina HiSeq 4000	other	GENOMIC	RSZABPI007594-133	07/03/2017	48634	18059	Mimosa pudica	13/03/2017	SRR5313984	SRS2024278	Mim_pu_2	101	170bp_2	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393111	SRX2613694	250	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI006915-107	07/03/2017	25522	10563	Mimosa pudica	13/03/2017	SRR5313985	SRS2024279	Mim_pu_3	101	250bp_1	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393112	SRX2613695	250	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI007593-135	08/03/2017	50212	20149	Mimosa pudica	02/03/2018	SRR5313986	SRS2024280	Mim_pu_4	101	250bp_2	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393113	SRX2613696	350	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI006914-113	08/03/2017	15113	6510	Mimosa pudica	02/03/2018	SRR5313987	SRS2024281	Mim_pu_5	101	350bp_1	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393114	SRX2613697	350	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI007592-139	08/03/2017	48128	19521	Mimosa pudica	02/03/2018	SRR5313988	SRS2024282	Mim_pu_6	101	350bp_2	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
300	SAMN06393115	SRX2613698	500	Illumina HiSeq 4000	other	GENOMIC	RSZAIPI006797-68	08/03/2017	15814	11315	Mimosa pudica	02/03/2018	SRR5313989	SRS2024283	Mim_pu_7	151	500bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
300	SAMN06393116	SRX2613699	800	Illumina HiSeq 4000	other	GENOMIC	RSZAMPI006794-65	08/03/2017	10601	7656	Mimosa pudica	02/03/2018	SRR5313990	SRS2024284	Mim_pu_8	151	800bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393117	SRX2613700	2000	Illumina HiSeq 4000	other	GENOMIC	NITgmmDAADWAAPEI-146	08/03/2017	38612	16039	Mimosa pudica	02/03/2018	SRR5313991	SRS2024285	Mim_pu_9	101	2kp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393118	SRX2613701	6000	Illumina HiSeq 4000	other	GENOMIC	NITgmmDAADLAAPEI-147	08/03/2017	29209	12832	Mimosa pudica	02/03/2018	SRR5313992	SRS2024286	Mim_pu_10	101	6kp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393119	SRX2613702	10000	Illumina HiSeq 4000	other	GENOMIC	NITgmmDAEDTAAPEI-14	08/03/2017	44686	19050	Mimosa pudica	02/03/2018	SRR5313993	SRS2024287	Mim_pu_11	101	10kp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393120	SRX2613703	170	Illumina HiSeq 4000	other	GENOMIC	RSZABPI006198-21	08/03/2017	26709	10079	Nissolia schottii	13/03/2018	SRR5313994	SRS2024288	Nis_sc_1	101	170bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393121	SRX2613704	250	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI006201-20	08/03/2017	23386	9402	Nissolia schottii	13/03/2018	SRR5313995	SRS2024289	Nis_sc_2	101	250bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393122	SRX2613705	350	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI006204-22	08/03/2017	16599	7172	Nissolia schottii	13/03/2018	SRR5313996	SRS2024290	Nis_sc_3	101	350bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393123	SRX2613706	500	Illumina HiSeq 4000	other	GENOMIC	RSZAIPI006209-33	08/03/2017	17091	11329	Nissolia schottii	13/03/2018	SRR5313997	SRS2024291	Nis_sc_4	101	500bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393124	SRX2613707	800	Illumina HiSeq 4000	other	GENOMIC	RSZAMPI006212-34	08/03/2017	8911	6348	Nissolia schottii	13/03/2018	SRR5313998	SRS2024292	Nis_sc_5	101	800bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393125	SRX2613708	2000	Illumina HiSeq 4000	other	GENOMIC	NITgmmDADDWAAPEI-43	08/03/2017	22070	8489	Nissolia schottii	13/03/2018	SRR5313999	SRS2024293	Nis_sc_6	101	2kp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393126	SRX2613709	6000	Illumina HiSeq 4000	other	GENOMIC	NITgmmDAEDLAAPEI-67	08/03/2017	22616	8736	Nissolia schottii	13/03/2018	SRR5314000	SRS2024294	Nis_sc_7	101	6kp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393127	SRX2613710	170	Illumina HiSeq 4000	other	GENOMIC	RSZABPI007477-18	08/03/2017	11113	4129	Purshia tridentata	02/03/2018	SRR5314001	SRS2024295	Pur_trV_1	101	170bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393128	SRX2613711	250	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI007474-17	08/03/2017	10757	4160	Purshia tridentata	02/03/2018	SRR5314002	SRS2024296	Pur_trV_2	101	250bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393129	SRX2613712	350	Illumina HiSeq 4000	other	GENOMIC	RSZAXPI007473-15	08/03/2017	10624	4376	Purshia tridentata	02/03/2018	SRR5314003	SRS2024297	Pur_trV_3	101	350bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393130	SRX2613713	500	Illumina HiSeq 4000	other	GENOMIC	RSZAIPI007476-13+1	07/03/2017	8166	5409	Purshia tridentata	02/03/2018	SRR5314004	SRS2024298	Pur_trV_4	101	500bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06393131	SRX2613714	800	Illumina HiSeq 4000	other	GENOMIC	RSZAMPI007475-14+1	07/03/2017	5261	3578	Purshia tridentata	13/03/2017	SRR5314005	SRS2024299	Pur_trV_5	101	800bp	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458495	SRX2641256	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RALDgfxEAAAARAAPEI-72	15/03/2017	5598	2098	Alnus glutinosa	15/03/2018	SRR5344573	SRS2048769	Alnus glutinosa	101	Root	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458498	SRX2645690	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RBEGilnTAAAFRAAPEI-141	16/03/2017	4974	2013	Begonia fuchsioides	16/03/2018	SRR5349224	SRS2051034	Begonia fuchsioides_1	101	Root	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458499	SRX2645691	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RBEGilnTAAAHRAAPEI-146	16/03/2017	4708	1806	Begonia fuchsioides	16/03/2018	SRR5349225	SRS2051035	Begonia fuchsioides_2	101	Leaf	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458500	SRX2645692	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RDATgdiEAAAARAAPEI-77	16/03/2017	5249	2002	Datisca glomerata	16/03/2018	SRR5349226	SRS2051036	Datisca glomerata_1	101	Nodule	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458501	SRX2645693	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RDATgdiEAAAFRAAPEI-90	16/03/2017	5805	2238	Datisca glomerata	16/03/2018	SRR5349227	SRS2051037	Datisca glomerata_2	101	Root	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458502	SRX2645694	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RDATgdiEAAAIRAAPEI-95	16/03/2017	6928	2752	Datisca glomerata	16/03/2018	SRR5349228	SRS2051038	Datisca glomerata_3	101	Leaf	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458503	SRX2645711	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RDRYacnEAAAARAAPEI-12	16/03/2017	4894	1947	Dryas drummondii	16/03/2018	SRR5349264	SRS2051055	Dryas drummondii_1	101	Seeding	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458504	SRX2645712	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RDRYacnEAAACRAAPEI-14	16/03/2017	5446	2149	Dryas drummondii	16/03/2018	SRR5349265	SRS2051056	Dryas drummondii_2	101	Leaf	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458507	SRX2645725	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RCASnzaEAAAJRAAPEI-69	16/03/2017	5482	2070	Ochetophila trinervis	16/03/2018	SRR5349278	SRS2051069	Discaria trinervis	101	not collected	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458497	SRX2645726	200	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RNITykvTBAACRAAPEI-115	16/03/2017	7186	2947	Nissolia schottii	16/03/2018	SRR5349281	SRS2051070	Nissolia schottii	101	Root	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458505	SRX2645739	170	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RPURaeeECAALRAAPEI-44	16/03/2017	4784	3304	Purshia tridentata	16/03/2018	SRR5349296	SRS2051083	Purshia tridentata_1	101	Nodule	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
300	SAMN06458506	SRX2645740	300	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RPURaeeEAAACRAAPEI-18	16/03/2017	6453	2697	Purshia tridentata	16/03/2018	SRR5349297	SRS2051084	Purshia tridentata_2	151	Root	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
200	SAMN06458496	SRX2645979	200	Illumina HiSeq 4000	other	TRANSCRIPTOMIC	RCEAlkmEDAANRAAPEI-28	16/03/2017	6928	2630	Casuarina glauca	16/03/2018	SRR5349563	SRS2051320	Casuarina glauca	101	Leaf	WGS	PRJNA374770	Plant	BGI	public	sra	ncbi	PAIRED	ILLUMINA	SRP100595	not collected	not collected	not collected	not collected	not collected	not collected
